File,FSL,Genus,species,AT,Lab_ID,Trial,HTST_Temp,PlateType,Storage_Temp,Day
Lonestar ESL Isolates.xlsx#Sheet1,L8-0422,,,,3-85-10-D9-2,3,85,,10,9
Lonestar ESL Isolates.xlsx#Sheet1,L8-0423,,,,3-85-10-D9-3,3,85,,10,9
Lonestar ESL Isolates.xlsx#Sheet1,L8-0424,,,,3-90-10-D9-1,3,90,,10,9
Lonestar ESL Isolates.xlsx#Sheet1,L8-0425,,,,3-90-10-D9-2,3,90,,10,9
Lonestar ESL Isolates.xlsx#Sheet1,L8-0426,,,,3-90-10-D9-3,3,90,,10,9
Lonestar ESL Isolates.xlsx#Sheet1,L8-0427,,,,3-90-10-D9-4,3,90,,10,9
Lonestar ESL Isolates.xlsx#Sheet1,L8-0428,,,,3-75-10-D11-1,3,75,,10,11
Lonestar ESL Isolates.xlsx#Sheet1,L8-0429,,,,3-75-10-D11-2,3,75,,10,11
Lonestar ESL Isolates.xlsx#Sheet1,L8-0430,,,,3-75-10-D11-3,3,75,,10,11
Lonestar ESL Isolates.xlsx#Sheet1,L8-0431,,,,3-85-10-D11-1,3,85,,10,11
Lonestar ESL Isolates.xlsx#Sheet1,L8-0432,,,,3-85-10-D11-2,3,85,,10,11
Lonestar ESL Isolates.xlsx#Sheet1,L8-0433,,,,3-85-10-D11-3,3,85,,10,11
Lonestar ESL Isolates.xlsx#Sheet1,L8-0434,,,,3-90-10-D11-1,3,90,,10,11
Lonestar ESL Isolates.xlsx#Sheet1,L8-0435,,,,3-90-10-D11-2,3,90,,10,11
Lonestar ESL Isolates.xlsx#Sheet1,L8-0436,,,,3-90-10-D11-3,3,90,,10,11
Lonestar ESL Isolates.xlsx#Sheet1,L8-0437,,,,3-90-10-D11-4,3,90,,10,11
Lonestar ESL Isolates.xlsx#Sheet1,L8-0438,,,,3-CVTA-75-10-D11-1,3,75,CVTA,10,11
Lonestar ESL Isolates.xlsx#Sheet1,L8-0439,,,,3-75-10-D13-1,3,75,,10,13
Lonestar ESL Isolates.xlsx#Sheet1,L8-0440,,,,3-85-10-D13-1,3,85,,10,13
Lonestar ESL Isolates.xlsx#Sheet1,L8-0441,,,,3-85-10-D13-3,3,85,,10,13
Lonestar ESL Isolates.xlsx#Sheet1,L8-0442,,,,3-90-10-D13-1,3,90,,10,13
Lonestar ESL Isolates.xlsx#Sheet1,L8-0443,,,,3-90-10-D13-2,3,90,,10,13
Lonestar ESL Isolates.xlsx#Sheet1,L8-0444,,,,3-CVTA-75-D10-D13-1,3,75,CVTA,10,13
Lonestar ESL Isolates.xlsx#Sheet1,L8-0445,,,,3-75-3-D14-1,3,75,,3,14
Lonestar ESL Isolates.xlsx#Sheet1,L8-0446,,,,3-75-3-D14-2,3,75,,3,14
Lonestar ESL Isolates.xlsx#Sheet1,L8-0447,,,,3-75-3-D14-3,3,75,,3,14
Lonestar ESL Isolates.xlsx#Sheet1,L8-0448,,,,3-85-3-D14-1,3,85,,3,14
Lonestar ESL Isolates.xlsx#Sheet1,L8-0449,,,,3-85-3-D14-3,3,85,,3,14
Lonestar ESL Isolates.xlsx#Sheet1,L8-0450,,,,3-85-3-D14-4,3,85,,3,14
Lonestar ESL Isolates.xlsx#Sheet1,L8-0451,,,,3-90-3-D14-1,3,90,,3,14
Lonestar ESL Isolates.xlsx#Sheet1,L8-0452,,,,3-90-3-D14-2,3,90,,3,14
Lonestar ESL Isolates.xlsx#Sheet1,L8-0453,,,,3-75-6.5-D14-2,3,75,,6.5,14
Lonestar ESL Isolates.xlsx#Sheet1,L8-0454,,,,3-75-6.5-D14-3,3,75,,6.5,14
Lonestar ESL Isolates.xlsx#Sheet1,L8-0455,,,,3-75-6.5-D14-4,3,75,,6.5,14
Lonestar ESL Isolates.xlsx#Sheet1,L8-0456,,,,3-85-6.5-D14-1,3,85,,6.5,14
Lonestar ESL Isolates.xlsx#Sheet1,L8-0457,,,,3-90-6.5-D14-1,3,90,,6.5,14
Lonestar ESL Isolates.xlsx#Sheet1,L8-0458,,,,3-CVTA-90-6.5-D14-1,3,90,CVTA,6.5,14
Lonestar ESL Isolates.xlsx#Sheet1,L8-0459,,,,3-75-10-D15-2,3,75,,10,15
Lonestar ESL Isolates.xlsx#Sheet1,L8-0460,,,,3-75-10-D15-3,3,75,,10,15
Lonestar ESL Isolates.xlsx#Sheet1,L8-0461,,,,3-85-10-D15-1,3,85,,10,15
Lonestar ESL Isolates.xlsx#Sheet1,L8-0462,,,,3-85-10-D15-2,3,85,,10,15
Lonestar ESL Isolates.xlsx#Sheet1,L8-0463,,,,3-85-10-D15-3,3,85,,10,15
Lonestar ESL Isolates.xlsx#Sheet1,L8-0464,,,,3-85-10-D15-4,3,85,,10,15
Lonestar ESL Isolates.xlsx#Sheet1,L8-0465,,,,3-90-10-D15-2,3,90,,10,15
Lonestar ESL Isolates.xlsx#Sheet1,L8-0466,,,,3-90-10-D15-3,3,90,,10,15
Lonestar ESL Isolates.xlsx#Sheet1,L8-0467,,,,2-75-3-D35-1,2,75,,3,35
Lonestar ESL Isolates.xlsx#Sheet1,L8-0468,,,,3-90-10-D9-5,3,90,,10,9
Lonestar ESL Isolates.xlsx#Sheet1,L8-0469,,,,3-CVTA-90-10-D9-1,3,90,CVTA,10,9
Lonestar ESL Isolates.xlsx#Sheet1,L8-0470,,,,3-85-10-D11-4,3,85,,10,11
Lonestar ESL Isolates.xlsx#Sheet1,L8-0471,,,,3-85-3-D14-2,3,85,,3,14
Lonestar ESL Isolates.xlsx#Sheet1,L8-0472,,,,3-75-6.5-D14-1,3,75,,6.5,14
Lonestar ESL Isolates.xlsx#Sheet1,L8-0473,,,,3-75-3-D7-4,3,75,,3,7
Lonestar ESL Isolates.xlsx#Sheet1,L8-0474,,,,3-75-10-D15-1,3,75,,10,15
Lonestar ESL Isolates.xlsx#Sheet1,L8-0475,,,,3-75-3-D21-1,3,75,,3,21
Lonestar ESL Isolates.xlsx#Sheet1,L8-0476,,,,3-75-3-D21-2,3,75,,3,21
Lonestar ESL Isolates.xlsx#Sheet1,L8-0477,,,,3-75-3-D21-3,3,75,,3,21
Lonestar ESL Isolates.xlsx#Sheet1,L8-0478,,,,3-75-3-D21-4,3,75,,3,21
Lonestar ESL Isolates.xlsx#Sheet1,L8-0479,,,,3-85-3-D21-1,3,85,,3,21
Lonestar ESL Isolates.xlsx#Sheet1,L8-0480,,,,3-85-3-D21-2,3,85,,3,21
Lonestar ESL Isolates.xlsx#Sheet1,L8-0481,,,,3-85-3-D21-3,3,85,,3,21
Lonestar ESL Isolates.xlsx#Sheet1,L8-0482,,,,3-85-3-D21-4,3,85,,3,21
Lonestar ESL Isolates.xlsx#Sheet1,L8-0483,,,,3-90-3-D21-1,3,90,,3,21
Lonestar ESL Isolates.xlsx#Sheet1,L8-0484,,,,3-90-3-D21-3,3,90,,3,21
Lonestar ESL Isolates.xlsx#Sheet1,L8-0485,,,,3-90-3-D21-4,3,90,,3,21
Lonestar ESL Isolates.xlsx#Sheet1,L8-0486,,,,3-90-3-D21-5,3,90,,3,21
Lonestar ESL Isolates.xlsx#Sheet1,L8-0487,,,,3-75-6.5-D21-1,3,75,,6.5,21
Lonestar ESL Isolates.xlsx#Sheet1,L8-0488,,,,3-85-6.5-D21-1,3,85,,6.5,21
Lonestar ESL Isolates.xlsx#Sheet1,L8-0489,,,,3-75-3-D28-1,3,75,,3,28
Lonestar ESL Isolates.xlsx#Sheet1,L8-0490,,,,3-85-3-D28-1,3,85,,3,28
Lonestar ESL Isolates.xlsx#Sheet1,L8-0491,,,,3-90-3-D28-1,3,90,,3,28
Lonestar ESL Isolates.xlsx#Sheet1,L8-0492,,,,3-90-3-D28-2,3,90,,3,28
Lonestar ESL Isolates.xlsx#Sheet1,L8-0493,,,,3-75-6.5-D28-1,3,75,,6.5,28
Lonestar ESL Isolates.xlsx#Sheet1,L8-0494,,,,3-85-6.5-D28-1,3,85,,6.5,28
Lonestar ESL Isolates.xlsx#Sheet1,L8-0495,,,,3-CVTA-75-6.5-D28-1,3,75,CVTA,6.5,28
Lonestar ESL Isolates.xlsx#Sheet1,L8-0496,,,,3-75-3-D35-1,3,75,,3,35
Lonestar ESL Isolates.xlsx#Sheet1,L8-0497,,,,3-85-3-D35-1,3,85,,3,35
Lonestar ESL Isolates.xlsx#Sheet1,L8-0498,,,,3-85-3-D35-2,3,85,,3,35
Lonestar ESL Isolates.xlsx#Sheet1,L8-0499,,,,3-90-3-D35-1,3,90,,3,35
Lonestar ESL Isolates.xlsx#Sheet1,L8-0500,,,,3-85-6.5-D35-1,3,85,,6.5,35
Lonestar ESL Isolates.xlsx#Sheet1,L8-0501,,,,3-75-6.5-D7-2,3,75,,6.5,7
Lonestar ESL Isolates.xlsx#Sheet1,L8-0502,,,,3-75-10-D13-2,3,75,,10,13
Lonestar ESL Isolates.xlsx#Sheet1,L8-0503,,,,3-CVTA-90-10-D15-1,3,90,CVTA,10,15
Lonestar ESL Isolates.xlsx#Sheet1,L8-0504,,,,3-90-3-D21-2,3,90,,3,21
Lonestar ESL Isolates.xlsx#Sheet1,L8-0505,,,,3-90-6.5-D35-1,3,90,,6.5,35
Lonestar ESL Isolates.xlsx#Sheet1,L8-0506,,,,3-75-3-D42-1,3,75,,3,42
Lonestar ESL Isolates.xlsx#Sheet1,L8-0507,,,,3-85-3-D42-2,3,85,,3,42
Lonestar ESL Isolates.xlsx#Sheet1,L8-0508,,,,3-90-3-D42-1,3,90,,3,42
Lonestar ESL Isolates.xlsx#Sheet1,L8-0509,,,,3-90-3-D42-3,3,90,,3,42
Lonestar ESL Isolates.xlsx#Sheet1,L8-0510,,,,3-90-3-D42-4,3,90,,3,42
Lonestar ESL Isolates.xlsx#Sheet1,L8-0511,,,,4-RawMilk-APC-1,4,,RawMilk,,
Lonestar ESL Isolates.xlsx#Sheet1,L8-0512,,,,4-RawMilk-APC-2,4,,RawMilk,,
Lonestar ESL Isolates.xlsx#Sheet1,L8-0513,,,,4-RawMilk-APC-3,4,,RawMilk,,
Lonestar ESL Isolates.xlsx#Sheet1,L8-0514,,,,4-MSC-1,4,,MSC,,
Lonestar ESL Isolates.xlsx#Sheet1,L8-0515,,,,4-MSC-2,4,,MSC,,
Lonestar ESL Isolates.xlsx#Sheet1,L8-0516,,,,4-MSC-3,4,,MSC,3,
Lonestar ESL Isolates.xlsx#Sheet1,L8-0517,,,,4-MSC-4,4,,MSC,,
Lonestar ESL Isolates.xlsx#Sheet1,L8-0518,,,,4-MSC-5,4,,MSC,,
Lonestar ESL Isolates.xlsx#Sheet1,L8-0519,,,,4-LPC-1,4,,LPC,,
Lonestar ESL Isolates.xlsx#Sheet1,L8-0520,,,,4-LPC-2,4,,LPC,,
Lonestar ESL Isolates.xlsx#Sheet1,L8-0521,,,,4-LPC-3,4,,LPC,3,
Lonestar ESL Isolates.xlsx#Sheet1,L8-0522,,,,4-PI-1,4,,PI,,
Lonestar ESL Isolates.xlsx#Sheet1,L8-0523,,,,4-PI-2,4,,PI,,
Lonestar ESL Isolates.xlsx#Sheet1,L8-0524,,,,4-PI-3,4,,PI,3,
Lonestar ESL Isolates.xlsx#Sheet1,L8-0525,,,,4-75-DI-1,4,75,,,0
Lonestar ESL Isolates.xlsx#Sheet1,L8-0526,,,,4-75-DI-2,4,75,,,0
Lonestar ESL Isolates.xlsx#Sheet1,L8-0527,,,,4-75-DI-3,4,75,,,0
Lonestar ESL Isolates.xlsx#Sheet1,L8-0528,,,,4-75-DI-4,4,75,,,0
Lonestar ESL Isolates.xlsx#Sheet1,L8-0529,,,,4-75-DI-5,4,75,,,0
Lonestar ESL Isolates.xlsx#Sheet1,L8-0530,,,,4-85-DI-1,4,85,,,0
Lonestar ESL Isolates.xlsx#Sheet1,L8-0531,,,,4-85-DI-2,4,85,,,0
Lonestar ESL Isolates.xlsx#Sheet1,L8-0532,,,,4-85-DI-3,4,85,,,0
Lonestar ESL Isolates.xlsx#Sheet1,L8-0533,,,,4-90-DI-1,4,90,,,0
Lonestar ESL Isolates.xlsx#Sheet1,L8-0534,,,,4-90-DI-2,4,90,,,0
Lonestar ESL Isolates.xlsx#Sheet1,L8-0535,,,,4-90-DI-3,4,90,,,0
Lonestar ESL Isolates.xlsx#Sheet1,L8-0536,,,,4-90-DI-4,4,90,,,0
Lonestar ESL Isolates.xlsx#Sheet1,L8-0537,,,,4-75-10-D3-1,4,75,,10,3
Lonestar ESL Isolates.xlsx#Sheet1,L8-0538,,,,4-75-10-D3-2,4,75,,10,3
Lonestar ESL Isolates.xlsx#Sheet1,L8-0539,,,,4-75-10-D3-4,4,75,,10,3
Lonestar ESL Isolates.xlsx#Sheet1,L8-0540,,,,4-75-10-D3-5,4,75,,10,3
Lonestar ESL Isolates.xlsx#Sheet1,L8-0541,,,,4-85-10-D3-1,4,85,,10,3
Lonestar ESL Isolates.xlsx#Sheet1,L8-0542,,,,4-85-10-D3-2,4,85,,10,3
Lonestar ESL Isolates.xlsx#Sheet1,L8-0543,,,,4-90-10-D3-1,4,90,,10,3
Lonestar ESL Isolates.xlsx#Sheet1,L8-0544,,,,4-90-10-D3-2,4,90,,10,3
Lonestar ESL Isolates.xlsx#Sheet1,L8-0545,,,,3-90-3-D63-1,3,90,,3,63
Lonestar ESL Isolates.xlsx#Sheet1,L8-0546,,,,3-90-3-D63-2,3,90,,3,63
Lonestar ESL Isolates.xlsx#Sheet1,L8-0547,,,,3-90-3-D63-3,3,90,,3,63
Lonestar ESL Isolates.xlsx#Sheet1,L8-0548,,,,3-90-3-D63-4,3,90,,3,63
Lonestar ESL Isolates.xlsx#Sheet1,L8-0549,,,,4-75-10-D5-1,4,75,,10,5
Lonestar ESL Isolates.xlsx#Sheet1,L8-0550,,,,4-75-10-D5-2,4,75,,10,5
Lonestar ESL Isolates.xlsx#Sheet1,L8-0551,,,,4-75-10-D5-3,4,75,,10,5
Lonestar ESL Isolates.xlsx#Sheet1,L8-0552,,,,4-75-10-D5-4,4,75,,10,5
Lonestar ESL Isolates.xlsx#Sheet1,L8-0553,,,,4-85-10-D5-1,4,85,,10,5
Lonestar ESL Isolates.xlsx#Sheet1,L8-0554,,,,4-85-10-D5-2,4,85,,10,5
Lonestar ESL Isolates.xlsx#Sheet1,L8-0555,,,,4-85-10-D5-3,4,85,,10,5
Lonestar ESL Isolates.xlsx#Sheet1,L8-0556,,,,4-90-10-D5-1,4,90,,10,5
Lonestar ESL Isolates.xlsx#Sheet1,L8-0557,,,,4-90-10-D5-2,4,90,,10,5
Lonestar ESL Isolates.xlsx#Sheet1,L8-0558,,,,4-90-10-D5-3,4,90,,10,5
Lonestar ESL Isolates.xlsx#Sheet1,L8-0559,,,,4-75-3-D7-1,4,75,,3,7
Lonestar ESL Isolates.xlsx#Sheet1,L8-0560,,,,4-75-3-D7-2,4,75,,3,7
Lonestar ESL Isolates.xlsx#Sheet1,L8-0561,,,,4-75-3-D7-3,4,75,,3,7
Lonestar ESL Isolates.xlsx#Sheet1,L8-0562,,,,4-85-3-D7-1,4,85,,3,7
Lonestar ESL Isolates.xlsx#Sheet1,L8-0563,,,,4-85-3-D7-2,4,85,,3,7
Lonestar ESL Isolates.xlsx#Sheet1,L8-0564,,,,4-85-3-D7-3,4,85,,3,7
Lonestar ESL Isolates.xlsx#Sheet1,L8-0565,,,,4-90-3-D7-1,4,90,,3,7
Lonestar ESL Isolates.xlsx#Sheet1,L8-0566,,,,4-75-6.5-D7-1,4,75,,6.5,7
Lonestar ESL Isolates.xlsx#Sheet1,L8-0567,,,,4-75-6.5-D7-2,4,75,,6.5,7
Lonestar ESL Isolates.xlsx#Sheet1,L8-0568,,,,4-85-6.5-D7-1,4,85,,6.5,7
Lonestar ESL Isolates.xlsx#Sheet1,L8-0569,,,,4-85-6.5-D7-2,4,85,,6.5,7
Lonestar ESL Isolates.xlsx#Sheet1,L8-0570,,,,4-90-6.5-D7-1,4,90,,6.5,7
Lonestar ESL Isolates.xlsx#Sheet1,L8-0571,,,,4-90-6.5-D7-2,4,90,,6.5,7
Lonestar ESL Isolates.xlsx#Sheet1,L8-0572,,,,4-90-6.5-D7-3,4,90,,6.5,7
Lonestar ESL Isolates.xlsx#Sheet1,L8-0573,,,,4-75-10-D7-1,4,75,,10,7
Lonestar ESL Isolates.xlsx#Sheet1,L8-0574,,,,4-75-10-D7-2,4,75,,10,7
Lonestar ESL Isolates.xlsx#Sheet1,L8-0575,,,,4-75-10-D7-3,4,75,,10,7
Lonestar ESL Isolates.xlsx#Sheet1,L8-0576,,,,4-75-10-D7-4,4,75,,10,7
Lonestar ESL Isolates.xlsx#Sheet1,L8-0577,,,,4-75-10-D7-5,4,75,,10,7
Lonestar ESL Isolates.xlsx#Sheet1,L8-0578,,,,4-85-10-D7-1,4,85,,10,7
Lonestar ESL Isolates.xlsx#Sheet1,L8-0579,,,,4-85-10-D7-2,4,85,,10,7
Lonestar ESL Isolates.xlsx#Sheet1,L8-0580,,,,4-85-10-D7-3,4,85,,10,7
Lonestar ESL Isolates.xlsx#Sheet1,L8-0581,,,,4-90-10-D7-1,4,90,,10,7
Lonestar ESL Isolates.xlsx#Sheet1,L8-0582,,,,4-90-10-D7-2,4,90,,10,7
Lonestar ESL Isolates.xlsx#Sheet1,L8-0583,,,,4-CVTA-75-10-D7-1,4,75,CVTA,10,7
Lonestar ESL Isolates.xlsx#Sheet1,L8-0584,,,,4-CVTA-85-10-D7-1,4,85,CVTA,10,7
Lonestar ESL Isolates.xlsx#Sheet1,L8-0585,,,,4-CVTA-90-3-10-D7-1,4,90,CVTA,10,7
Lonestar ESL Isolates.xlsx#Sheet1,L8-0586,,,,4-75-10-D9-1,4,75,,10,9
Lonestar ESL Isolates.xlsx#Sheet1,L8-0587,,,,4-75-10-D9-2,4,75,,10,9
Lonestar ESL Isolates.xlsx#Sheet1,L8-0588,,,,4-85-10-D9-1,4,85,,10,9
Lonestar ESL Isolates.xlsx#Sheet1,L8-0589,,,,4-85-10-D9-2,4,85,,10,9
Lonestar ESL Isolates.xlsx#Sheet1,L8-0590,,,,4-90-10-D9-1,4,90,,10,9
Lonestar ESL Isolates.xlsx#Sheet1,L8-0591,,,,4-90-10-D9-2,4,90,,10,9
Lonestar ESL Isolates.xlsx#Sheet1,L8-0592,,,,4-CVTA-75-D9-1,4,75,CVTA,,9
Lonestar ESL Isolates.xlsx#Sheet1,L8-0593,,,,4-CVTA-85-D9-1,4,85,CVTA,,9
Lonestar ESL Isolates.xlsx#Sheet1,L8-0594,,,,4-CVTA-90-D9-1,4,90,CVTA,,9
Lonestar ESL Isolates.xlsx#Sheet1,L8-0595,,,,4-75-10-D11-1,4,75,,10,11
Lonestar ESL Isolates.xlsx#Sheet1,L8-0596,,,,4-75-10-D11-2,4,75,,10,11
Lonestar ESL Isolates.xlsx#Sheet1,L8-0597,,,,4-75-10-D11-3,4,75,,10,11
Lonestar ESL Isolates.xlsx#Sheet1,L8-0598,,,,4-85-10-D11-1,4,85,,10,11
Lonestar ESL Isolates.xlsx#Sheet1,L8-0599,,,,4-85-10-D11-2,4,85,,10,11
Lonestar ESL Isolates.xlsx#Sheet1,L8-0600,,,,4-85-10-D11-3,4,85,,10,11
Lonestar ESL Isolates.xlsx#Sheet1,L8-0601,,,,4-85-10-D11-4,4,85,,10,11
Lonestar ESL Isolates.xlsx#Sheet1,L8-0602,,,,4-90-10-D11-1,4,90,,10,11
Lonestar ESL Isolates.xlsx#Sheet1,L8-0603,,,,4-90-10-D11-2,4,90,,10,11
Lonestar ESL Isolates.xlsx#Sheet1,L8-0604,,,,4-90-10-D11-3,4,90,,10,11
Lonestar ESL Isolates.xlsx#Sheet1,L8-0605,,,,4-CVTA-75-10-D11-1,4,75,CVTA,10,11
Lonestar ESL Isolates.xlsx#Sheet1,L8-0606,,,,4-CVTA-85-10-D11-1,4,85,CVTA,10,11
Lonestar ESL Isolates.xlsx#Sheet1,L8-0607,,,,4-CVTA-90-10-D11-1,4,90,CVTA,10,11
Lonestar ESL Isolates.xlsx#Sheet1,L8-0608,,,,4-75-D13-10-1,4,75,,10,13
Lonestar ESL Isolates.xlsx#Sheet1,L8-0609,,,,4-75-D13-10-2,4,75,,10,13
Lonestar ESL Isolates.xlsx#Sheet1,L8-0610,,,,4-75-D13-10-3,4,75,,10,13
Lonestar ESL Isolates.xlsx#Sheet1,L8-0611,,,,4-85-D13-10-1,4,85,,10,13
Lonestar ESL Isolates.xlsx#Sheet1,L8-0612,,,,4-85-D13-10-2,4,85,,10,13
Lonestar ESL Isolates.xlsx#Sheet1,L8-0613,,,,4-85-D13-10-3,4,85,,10,13
Lonestar ESL Isolates.xlsx#Sheet1,L8-0614,,,,4-90-D13-10-1,4,90,,10,13
Lonestar ESL Isolates.xlsx#Sheet1,L8-0615,,,,4-90-D13-10-2,4,90,,10,13
Lonestar ESL Isolates.xlsx#Sheet1,L8-0616,,,,4-90-D13-10-3,4,90,,10,13
Lonestar ESL Isolates.xlsx#Sheet1,L8-0617,,,,4-90-D13-10-4,4,90,,10,13
Lonestar ESL Isolates.xlsx#Sheet1,L8-0618,,,,4-CVTA-75-10-D13-1,4,75,CVTA,10,13
Lonestar ESL Isolates.xlsx#Sheet1,L8-0619,,,,4-CVTA-85-10-D13-1,4,85,CVTA,10,13
Lonestar ESL Isolates.xlsx#Sheet1,L8-0620,,,,4-CVTA-90-10-D13-1,4,90,CVTA,10,13
Lonestar ESL Isolates.xlsx#Sheet1,L8-0621,,,,4-75-3-D14-1,4,75,,3,14
Lonestar ESL Isolates.xlsx#Sheet1,L8-0622,,,,4-75-3-D14-2,4,75,,3,14
Lonestar ESL Isolates.xlsx#Sheet1,L8-0623,,,,4-75-3-D14-3,4,75,,3,14
Lonestar ESL Isolates.xlsx#Sheet1,L8-0624,,,,4-85-3-D14-1,4,85,,3,14
Lonestar ESL Isolates.xlsx#Sheet1,L8-0625,,,,4-85-3-D14-2,4,85,,3,14
Lonestar ESL Isolates.xlsx#Sheet1,L8-0626,,,,4-85-3-D14-3,4,85,,3,14
Lonestar ESL Isolates.xlsx#Sheet1,L8-0627,,,,4-90-3-D14-1,4,90,,3,14
Lonestar ESL Isolates.xlsx#Sheet1,L8-0628,,,,4-90-3-D14-2,4,90,,3,14
Lonestar ESL Isolates.xlsx#Sheet1,L8-0629,,,,4-75-6.5-D14-1,4,75,,6.5,14
Lonestar ESL Isolates.xlsx#Sheet1,L8-0630,,,,4-75-6.5-D14-2,4,75,,6.5,14
Lonestar ESL Isolates.xlsx#Sheet1,L8-0631,,,,4-75-6.5-D14-3,4,75,,6.5,14
Lonestar ESL Isolates.xlsx#Sheet1,L8-0632,,,,4-75-6.5-D14-4,4,75,,6.5,14
Lonestar ESL Isolates.xlsx#Sheet1,L8-0633,,,,4-85-6.5-D14-1,4,85,,6.5,14
Lonestar ESL Isolates.xlsx#Sheet1,L8-0634,,,,4-85-6.5-D14-3,4,85,,6.5,14
Lonestar ESL Isolates.xlsx#Sheet1,L8-0635,,,,4-90-6.5-D14-1,4,90,,6.5,14
Lonestar ESL Isolates.xlsx#Sheet1,L8-0636,,,,4-CVTA-85-6.5-D14-1,4,85,CVTA,6.5,14
Lonestar ESL Isolates.xlsx#Sheet1,L8-0637,,,,4-75-10-D15-1,4,75,,10,15
Lonestar ESL Isolates.xlsx#Sheet1,L8-0638,,,,4-75-10-D15-2,4,75,,10,15
Lonestar ESL Isolates.xlsx#Sheet1,L8-0639,,,,4-75-10-D15-3,4,75,,10,15
Lonestar ESL Isolates.xlsx#Sheet1,L8-0640,,,,4-85-10-D15-1,4,85,,10,15
Lonestar ESL Isolates.xlsx#Sheet1,L8-0641,,,,4-85-10-D15-2,4,85,,10,15
Lonestar ESL Isolates.xlsx#Sheet1,L8-0642,,,,4-85-10-D15-3,4,85,,10,15
Lonestar ESL Isolates.xlsx#Sheet1,L8-0643,,,,4-90-10-D15-1,4,90,,10,15
Lonestar ESL Isolates.xlsx#Sheet1,L8-0644,,,,4-90-10-D15-2,4,90,,10,15
Lonestar ESL Isolates.xlsx#Sheet1,L8-0645,,,,4-CVTA-75-10-D15-1,4,75,CVTA,10,15
Lonestar ESL Isolates.xlsx#Sheet1,L8-0646,,,,4-CVTA-85-10-D15-1,4,85,CVTA,10,15
Lonestar ESL Isolates.xlsx#Sheet1,L8-0647,,,,4-CVTA-90-10-D15-1,4,90,CVTA,10,15
Lonestar ESL Isolates.xlsx#Sheet1,L8-0648,,,,4-90-10-D17-1,4,90,,10,17
Lonestar ESL Isolates.xlsx#Sheet1,L8-0649,,,,4-90-10-D17-2,4,90,,10,17
Lonestar ESL Isolates.xlsx#Sheet1,L8-0650,,,,4-CVTA-90-10-D17-1,4,90,CVTA,10,17
Lonestar ESL Isolates.xlsx#Sheet1,L8-0651,,,,4-75-3-D21-1,4,75,,3,21
Lonestar ESL Isolates.xlsx#Sheet1,L8-0652,,,,4-75-3-D21-2,4,75,,3,21
Lonestar ESL Isolates.xlsx#Sheet1,L8-0653,,,,4-75-3-D21-3,4,75,,3,21
Lonestar ESL Isolates.xlsx#Sheet1,L8-0654,,,,4-75-3-D21-4,4,75,,3,21
Lonestar ESL Isolates.xlsx#Sheet1,L8-0655,,,,4-85-3-D21-1,4,85,,3,21
Lonestar ESL Isolates.xlsx#Sheet1,L8-0656,,,,4-85-3-D21-2,4,85,,3,21
Lonestar ESL Isolates.xlsx#Sheet1,L8-0657,,,,4-85-3-D21-4,4,85,,3,21
Lonestar ESL Isolates.xlsx#Sheet1,L8-0658,,,,4-85-3-D21-5,4,85,,3,21
Lonestar ESL Isolates.xlsx#Sheet1,L8-0659,,,,4-90-3-D21-1,4,90,,3,21
Lonestar ESL Isolates.xlsx#Sheet1,L8-0660,,,,4-90-3-D21-2,4,90,,3,21
Lonestar ESL Isolates.xlsx#Sheet1,L8-0661,,,,4-90-3-D21-3,4,90,,3,21
Lonestar ESL Isolates.xlsx#Sheet1,L8-0662,,,,4-90-3-D21-4,4,90,,3,21
Lonestar ESL Isolates.xlsx#Sheet1,L8-0663,,,,4-75-6.5-D21-1,4,75,,6.5,21
Lonestar ESL Isolates.xlsx#Sheet1,L8-0664,,,,4-75-6.5-D21-2,4,75,,6.5,21
Lonestar ESL Isolates.xlsx#Sheet1,L8-0665,,,,4-75-6.5-D21-3,4,75,,6.5,21
Lonestar ESL Isolates.xlsx#Sheet1,L8-0666,,,,4-85-6.5-D21-1,4,85,,6.5,21
Lonestar ESL Isolates.xlsx#Sheet1,L8-0667,,,,4-85-6.5-D21-2,4,85,,6.5,21
Lonestar ESL Isolates.xlsx#Sheet1,L8-0668,,,,4-90-6.5-D21-1,4,90,,6.5,21
Lonestar ESL Isolates.xlsx#Sheet1,L8-0669,,,,4-90-6.5-D21-2,4,90,,6.5,21
Lonestar ESL Isolates.xlsx#Sheet1,L8-0670,,,,4-90-6.5-D21-3,4,90,,6.5,21
Lonestar ESL Isolates.xlsx#Sheet1,L8-0671,,,,4-90-6.5-D21-4,4,90,,6.5,21
Lonestar ESL Isolates.xlsx#Sheet1,L8-0672,,,,4-CVTA-75-6.5-D21-1,4,75,CVTA,6.5,21
Lonestar ESL Isolates.xlsx#Sheet1,L8-0673,,,,4-CVTA-85-6.5-D21-1,4,85,CVTA,6.5,21
Lonestar ESL Isolates.xlsx#Sheet1,L8-0674,,,,4-75-3-D28-1,4,75,,3,28
Lonestar ESL Isolates.xlsx#Sheet1,L8-0675,,,,4-75-3-D28-2,4,75,,3,28
Lonestar ESL Isolates.xlsx#Sheet1,L8-0676,,,,4-85-3-D28-1,4,85,,3,28
Lonestar ESL Isolates.xlsx#Sheet1,L8-0677,,,,4-85-3-D28-2,4,85,,3,28
Lonestar ESL Isolates.xlsx#Sheet1,L8-0678,,,,4-85-3-D28-3,4,85,,3,28
